5,1,1,0.161225825825826,5.66944504504504,8,1,0.130713071307131,2.60786078607861
5,1,1,0.161225825825826,5.66944504504504,8,2,0.1479,3.4084
5,1,1,0.161225825825826,5.66944504504504,16,1,0.1349,3.4604
5,1,0,0.161225825825826,5.66944504504504,0,0,NaN,NaN
5,2,1,0.158632232232232,5.70460660660661,8,1,0.131613161316132,2.60516051605161
5,2,1,0.158632232232232,5.70460660660661,8,2,0.1415,3.434
5,2,1,0.158632232232232,5.70460660660661,16,1,0.1386,3.4456
5,2,0,0.158632232232232,5.70460660660661,0,0,NaN,NaN
5,3,1,0.165728128128128,5.65123123123123,8,1,0.133013301330133,2.6009600960096
5,3,1,0.165728128128128,5.65123123123123,8,2,0.1523,3.3908
5,3,1,0.165728128128128,5.65123123123123,16,1,0.1356,3.4576
5,3,0,0.165728128128128,5.65123123123123,0,0,NaN,NaN
5,4,1,0.161930630630631,5.66861621621622,8,1,0.121812181218122,2.63456345634563
5,4,1,0.161930630630631,5.66861621621622,8,2,0.141,3.436
5,4,1,0.161930630630631,5.66861621621622,16,1,0.1445,3.422
5,4,0,0.161930630630631,5.66861621621622,0,0,NaN,NaN
5,5,1,0.144825625625626,5.80224624624625,8,1,0.12951295129513,2.61146114611461
5,5,1,0.144825625625626,5.80224624624625,8,2,0.1415,3.434
5,5,1,0.144825625625626,5.80224624624625,16,1,0.1365,3.454
5,5,0,0.144825625625626,5.80224624624625,0,0,NaN,NaN
2,1,1,0.196840740740741,5.44515555555556,8,1,0.151815181518152,2.54455445544554
2,1,1,0.196840740740741,5.44515555555556,8,2,0.1632,3.3472
2,1,1,0.196840740740741,5.44515555555556,16,1,0.17,3.32
2,1,0,0.196840740740741,5.44515555555556,0,0,NaN,NaN
2,2,1,0.197238138138138,5.44077117117117,8,1,0.142614261426143,2.57215721572157
2,2,1,0.197238138138138,5.44077117117117,8,2,0.1747,3.3012
2,2,1,0.197238138138138,5.44077117117117,16,1,0.1675,3.33
2,2,0,0.197238138138138,5.44077117117117,0,0,NaN,NaN
2,3,1,0.193241741741742,5.46354954954955,8,1,0.152615261526153,2.54215421542154
2,3,1,0.193241741741742,5.46354954954955,8,2,0.1695,3.322
2,3,1,0.193241741741742,5.46354954954955,16,1,0.1592,3.3632
2,3,0,0.193241741741742,5.46354954954955,0,0,NaN,NaN
2,4,1,0.191541041041041,5.46775375375375,8,1,0.147414741474147,2.55775577557756
2,4,1,0.191541041041041,5.46775375375375,8,2,0.161,3.356
2,4,1,0.191541041041041,5.46775375375375,16,1,0.16,3.36
2,4,0,0.191541041041041,5.46775375375375,0,0,NaN,NaN
2,5,1,0.175531531531532,5.59681081081081,8,1,0.148614861486149,2.55415541554155
2,5,1,0.175531531531532,5.59681081081081,8,2,0.1671,3.3316
2,5,1,0.175531531531532,5.59681081081081,16,1,0.171,3.316
2,5,0,0.175531531531532,5.59681081081081,0,0,NaN,NaN
0.8,1,1,0.152428928928929,5.73122642642643,8,1,0.0922092209220922,2.72337233723372
0.8,1,1,0.152428928928929,5.73122642642643,8,2,0.1227,3.5092
0.8,1,1,0.152428928928929,5.73122642642643,16,1,0.114,3.544
0.8,1,0,0.152428928928929,5.73122642642643,0,0,NaN,NaN
0.8,2,1,0.15503033033033,5.72121801801802,8,1,0.0946094609460946,2.71617161716172
0.8,2,1,0.15503033033033,5.72121801801802,8,2,0.1185,3.526
0.8,2,1,0.15503033033033,5.72121801801802,16,1,0.1186,3.5256
0.8,2,0,0.15503033033033,5.72121801801802,0,0,NaN,NaN
0.8,3,1,0.15422962962963,5.70102222222222,8,1,0.0961096109610961,2.71167116711671
0.8,3,1,0.15422962962963,5.70102222222222,8,2,0.1184,3.5264
0.8,3,1,0.15422962962963,5.70102222222222,16,1,0.1168,3.5328
0.8,3,0,0.15422962962963,5.70102222222222,0,0,NaN,NaN
0.8,4,1,0.156529229229229,5.69942462462462,8,1,0.101110111011101,2.6966696669667
0.8,4,1,0.156529229229229,5.69942462462462,8,2,0.1201,3.5196
0.8,4,1,0.156529229229229,5.69942462462462,16,1,0.1145,3.542
0.8,4,0,0.156529229229229,5.69942462462462,0,0,NaN,NaN
0.8,5,1,0.146432732732733,5.7856036036036,8,1,0.0934093409340934,2.71977197719772
0.8,5,1,0.146432732732733,5.7856036036036,8,2,0.1121,3.5516
0.8,5,1,0.146432732732733,5.7856036036036,16,1,0.1134,3.5464
0.8,5,0,0.146432732732733,5.7856036036036,0,0,NaN,NaN
0.3,1,1,0.4569,2.1724,8,1,0.41964196419642,1.74107410741074
0.3,1,1,0.4569,2.1724,8,2,0.4508,2.1968
0.3,1,1,0.4569,2.1724,16,1,0.4354,2.2584
0.3,1,0,0.4569,2.1724,0,0,NaN,NaN
0.3,2,1,0.4456,2.2176,8,1,0.413041304130413,1.76087608760876
0.3,2,1,0.4456,2.2176,8,2,0.4621,2.1516
0.3,2,1,0.4456,2.2176,16,1,0.4389,2.2444
0.3,2,0,0.4456,2.2176,0,0,NaN,NaN
0.3,3,1,0.4643,2.1428,8,1,0.413541354135414,1.75937593759376
0.3,3,1,0.4643,2.1428,8,2,0.4519,2.1924
0.3,3,1,0.4643,2.1428,16,1,0.4428,2.2288
0.3,3,0,0.4643,2.1428,0,0,NaN,NaN
0.3,4,1,0.4668,2.1328,8,1,0.414241424142414,1.75727572757276
0.3,4,1,0.4668,2.1328,8,2,0.4668,2.1328
0.3,4,1,0.4668,2.1328,16,1,0.4374,2.2504
0.3,4,0,0.4668,2.1328,0,0,NaN,NaN
0.3,5,1,0.4602,2.1592,8,1,0.413741374137414,1.75877587758776
0.3,5,1,0.4602,2.1592,8,2,0.46,2.16
0.3,5,1,0.4602,2.1592,16,1,0.4397,2.2412
0.3,5,0,0.4602,2.1592,0,0,NaN,NaN
